uniform_number,player_name,position,bats,throws,ht,wt,yob
0,Figueredo Melián Rodolfo José,UTL,R,R,185,84,2005
37,Flores Albert,UTL,R,R,0,0,2000
39,Flores Rivas Jeifer Alexander,OF,R,R,0,0,1992
13,García Dany,IF,R,R,0,0,2000
1,Gómez Joel,2B,L,R,0,0,2005
55,Grullón Julio,UTL,R,R,0,0,1991
17,Izquierdo Eric,P,R,R,0,0,1997
0,Lardin Miguel,UTL,R,R,0,0,2006
80,León Hugo,P,R,R,0,0,2003
21,López Víctor,1B/IF,R,R,0,0,1986
52,LOPEZ Juan,P,R,R,174,78,2002
9,López Rafael,OF,R,R,0,0,2005
10,Maled Guillem,C,R,R,0,0,2000
0,Martínez Daniel,UTL,R,R,0,0,1987
0,Matías Daniel,UTL,R,R,0,0,1992
0,Monzón Javier,UTL,R,R,0,0,1993
33,Niño Denny,C,R,R,0,0,1983
50,Palma Sergi,P,R,R,182,86,2004
23,Rodríguez Ángelo,P,R,R,181,79,2005
29,Salas Eusebio,IF,R,R,179,80,2004
0,Sisneros Yeison,P,R,R,0,0,1995
0,Zambrano Rubio Anderson David,UTL,R,R,180,80,2004
13,Alfonso Esquiroz Iñaki,UTL,R,R,0,0,1980
1,Castillo Jesús,UTL,R,R,0,0,1983
25,Céspedes Yorking,UTL,R,R,0,0,1992
29,Chambers Allen,UTL,R,R,0,0,1998
21,Colón Pedro,UTL,R,R,0,0,1990
18,Comprés Luís,UTL,R,R,0,0,1991
10,Español Alberto,UTL,R,R,0,0,1986
45,Gómez Elvis,UTL,R,R,0,0,1998
28,Kingsley Francisco,UTL,R,R,0,0,1997
16,Latienda Juan,UTL,R,R,0,0,1980
17,Linares Josué,UTL,R,R,0,0,1988
5,Londoño Miguel,UTL,R,R,0,0,1996
52,López Juan,UTL,R,R,0,0,1979
31,Martínez Juan,UTL,R,R,0,0,1985
19,Martínez Víctor,UTL,R,R,0,0,1968
40,Modrego López Iñaki,UTL,R,R,0,0,1998
24,Montero Okaury,UTL,R,R,0,0,1990
42,Oostindie Christophe,UTL,R,R,0,0,2002
47,Paulino Robin,UTL,R,R,0,0,1993
3,Pérez Hachel,UTL,R,R,0,0,1992
2,Pérez Diego,UTL,R,R,0,0,1987
8,Rodríguez Iverson,UTL,R,R,0,0,2001
26,Ruíz Michael,UTL,R,R,0,0,1990
14,Sánchez Josías,UTL,R,R,0,0,1987
7,Ureña Yeilyn,UTL,R,R,0,0,1998
12,Villegas Nelson,UTL,R,R,0,0,1993
0,Alcaide Peiro Adriá,UTL,R,R,0,0,1996
80,Cadenas Ferrán,P/UTL,R,R,0,0,1993
70,Castaño Daniel,UTL,R,R,0,0,2004
96,Castell Mario,UTL,R,R,174,68,2004
7,Catalán Miguel,UTL,R,R,0,0,1988
4,Cereceda Xavier,OF,R,R,0,0,2005
0,Cuevas Sterlin,UTL,R,R,0,0,1990
0,García Francis,UTL,R,R,0,0,1991
30,Giménez Eric,UTL,R,R,178,84,2003
28,González Iker,UTL,R,R,0,0,2002
3,Marcelino Anthony,UTL,R,R,0,0,1993
97,Meehan David,UTL,R,R,0,0,1996
0,Mendoza Castillo Willian Gabriel,UTL,R,R,0,0,1997
0,Mendoza Castillo DIEGO ANDRES,UTL,R,R,,,2001
71,Miranda Javier,UTL,R,R,0,0,2005
12,Moya Aleix,UTL,R,R,0,0,2003
0,Nuñez Juan,UTL,R,R,0,0,2001
69,Páez Eric,UTL,R,R,0,0,1995
1,Pérez Maddiel,UTL,R,R,0,0,1992
11,PEREZ RIVERA ADRIAN,UTL,R,R,173,70,2000
5,Sánchez Francisco,UTL,R,R,178,82,2001
0,Sierra Flavio,UTL,R,R,0,0,1995
29,Trinidad Kerson,UTL,R,R,0,0,1986
65,Valentín Roberto,UTL,R,R,0,0,2001
