uniform_number,player_name,position,bats,throws,ht,wt,yob
6,ZEGWAARD Pascal,OF,R,R,0,0,1994
7,AGUILERA ZAYAS Paris,OF,R,R,0,0,2004
15,BERKEL Nathan,OF,R,R,0,0,1995
0,BING Jelle,P,R,R,0,0,2002
23,BLIJLEVEN Mart,OF,L,L,188,90,2003
12,DUNLOP Tijani,OF,R,R,0,0,1999
97,FRANK Dion,C,R,R,182,82,2001
69,GUZMAN Aldrich,IF,R,R,0,0,1993
20,IRAUSQUIN Edvin,OF,R,R,0,0,2002
14,JACOBS Raul,IF,R,R,0,0,1997
44,JALVINGH Rik,P,L,L,186,100,1998
6,KOEIMAN Chris,P,R,R,0,0,1999
16,LEGITO Raydley,IF,R,R,170,69,2003
31,MARLIN Malcolm,IF,R,R,0,0,1999
29,MARTINA T'sean,P,R,R,0,0,1998
5,MARTIS Joel,P,R,R,0,0,1998
49,MELFOR Tilsaimy,OF,R,R,180,83,2001
8,MOLL Pascal,P,R,R,0,0,2005
39,NAHUIS Tieme,C,R,R,175,75,2003
41,ORMAN Jeldwin,OF,R,R,0,0,1991
99,PITERNELLA Ruendrick,OF,R,R,188,120,2001
26,SIMMONDS Roberto,IF,S,R,0,0,2006
22,VAN DEN BERG Dylan,P,R,R,0,0,2001
0,VAN DER HORST Sebastiaan,IF,R,R,187,78,2003
35,VAN DER SCHOUW Lucca,P,L,L,0,0,2000
18,VAN ZOELEN Dieudonne,P,R,R,0,0,2005
66,VOORBEELD Victor,C,R,L,0,0,1995
10,VORK Moreno,P,R,R,0,0,1996
40,YNTEMA Orlando,P,R,R,195,104,1986
0,AERTS Boris,C,R,R,0,0,2000
16,BENTURA Railison,IF,R,R,0,0,2000
,Boermans Jens,C,R,R,179,67,2006
13,BUN Luuk,OF,R,R,0,0,2002
49,COCU Raf,P,R,R,193,104,1999
,COX Tobias,P,R,R,0,0,2004
0,DE LEPPER René,C,R,R,0,0,2004
0,DEN DUIJN Lucas,P,R,R,0,0,2004
28,Garcia Terrence,P,L,L,0,0,1994
0,GONZALEZ Vicente,OF,R,R,0,0,1997
6,Groß Simon,P,R,R,180,70,2001
19,HARCKSEN Misja,P,R,R,189,81,1995
0,KOPS Bo,OF,R,R,0,0,2004
55,KOPS Finn,P,R,R,0,0,2001
18,KOPS Max,OF,L,L,186,89,2001
14,LANKFORD Wyatt,P,R,R,0,0,1998
2,PETERS Thijmen,IF,R,R,0,0,2001
9,Poesmans Axel,C,R,R,0,0,1996
0,RIJPSTRA Thijs,P,R,R,0,0,2002
0,RIJPSTRA Wouter,IF,R,R,0,0,2004
0,ROMGENS Rens,P,R,R,0,0,2004
27,RUBEN Marnix,OF,R,R,0,0,2001
30,RUBEN Berend,IF,R,R,0,0,1986
24,RUBEN Wijnand,OF,R,R,0,0,1993
0,Schoonheydt Stefan,OF,R,R,0,0,2002
44,VAN DEN HURK Jan,P,R,R,0,0,1999
23,VAN GOOL Jerzy,IF,R,R,0,0,1998
3,VAN GOOL Onne,IF,R,L,0,0,2001
0,VAN UDEN Dean,IF,R,R,0,0,2004
8,VAN ZALINGEN Gijs,IF,R,R,0,0,2002
34,VISSER Luuk,OF,R,R,0,0,1994
12,VOS Mick,IF,R,R,183,76,2001
15,WAGNER Jack,P,R,R,0,0,2002
11,WOLS Lucas,C,R,R,0,0,2002
16,BEKKER Lucas,IF,R,R,0,0,1999
77,BLOAT Kilian,OF,R,R,0,0,1997
17,BULTHUIS Parker,C,R,R,0,0,2003
31,BURGER Jordy,OF,L,L,0,0,1995
20,DEKKER Ruben,P,R,R,184,83,2001
14,GONESH Riley,P,R,R,0,0,1998
4,HANSEN Jurian,IF,R,R,0,0,1994
18,HELMS Allard,P,R,R,195,85,2004
28,HELMS Thijs,OF,R,R,191,86,2006
23,HUTZEZON Ingmar,P,R,R,0,0,2003
66,JAKOBUS Marvin,IF,R,R,0,0,2001
77,LEVENSTONE Jeffrey,P,R,R,0,0,2001
32,PATIST Jorrit,C,R,R,179,84,2007
78,ROJAS Timothy,IF,S,R,0,0,2002
26,TAKKE Tijmen,IF,S,R,198,89,1999
35,VAN DEN BERG Mike,P,R,R,0,0,1997
6,VAN LAAR Brian,P,L,L,0,0,1998
25,VAN LAAR Colin,P,L,L,183,76,1998
22,VAN LEERSUM Deef,P,R,R,0,0,2000
13,VAN ZIJL Jurjen,P,R,R,0,0,1984
21,VAN ZWIETEN Amar,OF,R,R,0,0,2002
10,VELDERS Jesse,IF,R,R,185,82,2003
27,VERHOEF Geoffrey,C,R,R,0,0,1996
15,VISSER Lars,C,R,R,0,0,2003
29,WOUT Sean,P,R,R,0,0,1992
