uniform_number,player_name,position,bats,throws,ht,wt,yob
0,FLAHERTY Thomas,P/UTL,R,R,190,90,2004
20,Friss Lucas,P/OF,R,R,190,85,1994
0,Garcia Jesus,C/UTL,R,R,178,80,2005
0,Garcia Jeffry,IF,R,R,178,80,2005
0,Gondobintoro Sean,C/UTL,R,R,178,75,2004
99,Lawson Tosh,P/OF,R,R,178,70,2000
74,McLaughlin Ryan,P/UTL,R,R,190,95,1999
6,Messer Chris,P/OF,R,R,190,80,1998
14,Minford Rich,P/1B,R,R,195,100,1988
9,MOSIER Fred,P/UTL,R,R,178,85,1999
48,Murphy Ethan,UTL,R,R,183,115,2002
1,Parker Jarficur,P/SS,R,R,178,75,1999
22,POWER Brendan,2B/SS,R,R,178,85,1987
0,SOLLECITO Pietro,P,R,R,182,90,1970
0,Sollecito Matteo,P/UTL,R,R,190,115,2000
8,SPROULE Sam,P/UTL,R,R,182,80,1991
7,STROMAN Zach,1B/OF,L,L,190,105,1995
16,Tucker Martin,IF,R,R,180,100,1984
0,Turtel Jake,UTL,R,R,0,0,1996
9,VINALL Callum,C,R,R,165,85,1996
35,vom Scheidt Mitchell,P,R,R,187,95,2001
30,APOSTOAEI Andrei,P/IF,R,R,0,0,1984
18,Armstrong Luke,P/C/UTL,R,R,0,0,1997
19,Avila Elbis,P/OF,R,R,0,0,1990
11,Batho Charlie,1B/2B,R,R,0,0,1994
88,Dodds Brian,1B/LF,R,R,0,0,1983
0,Evans Stephen,P,R,R,0,0,1989
95,French Tim,2B/OF,R,R,0,0,1995
6,Frometa Luis,P/2B,R,R,0,0,1992
24,Gonzalez Diego,P,R,R,0,0,2000
22,Grocott Jordan,C/3B/SS,R,R,0,0,1996
3,Kim Minjun,UTL,R,R,0,0,2004
16,Lau Dora,2B,R,R,0,0,1992
37,Lawn Spencer,P/OF,R,R,0,0,1994
3,Lujan Carlos,OF,R,R,0,0,1994
7,Martin Luke,1B/2B/OF,R,R,0,0,1994
15,Moran Daniel,P/OF,R,R,180,98,2005
80,Parker Ace,P/OF,R,R,0,0,2005
56,Pritchard Jono,OF,R,R,0,0,1995
9,Ratcliff Jamie,P/C/UTL,R,R,0,0,1993
44,Read Sam,OF,R,R,0,0,1999
99,Rodriguez Jonathan,C,R,R,0,0,1986
1,Silvestre Manuel,C/1B/3B/SS,R,R,0,0,1989
10,Taylor Josh,P/C/CF,R,R,0,0,1992
14,Wright Kirstie,P/OF,R,R,0,0,1992
17,Wright Kelly,2B/OF,R,R,0,0,1992
8,Almonte Edwin,C/IF,R,R,0,0,1995
14,Apostol Jesus,IF,R,R,,,1988
97,Barco Cesar,P,R,R,0,0,1996
10,Bueno Dany,OF,R,R,0,0,1981
24,Diaz Gustavo,IF/OF,R,R,0,0,1994
13,Diaz Juan,IF,S,R,0,0,1996
53,Escalona Giovanni,P/OF,R,R,0,0,1984
30,Gonzalez Jorge Luis,P/OF,S,L,0,0,1995
6,Hodgkins Laurence,OF,R,R,0,0,1996
21,Hurtado Ambiorix,P/IF,R,R,0,0,2001
27,Lorenzo Arley,P/IF/OF,R,R,0,0,1980
1,Marte Batista Kendry,IF,S,R,0,0,2000
4,Martinez Franklin,C/OF,S,R,0,0,1979
22,Mora Yanuel,C,R,R,0,0,1997
15,Novas Yonathan,P/IF,S,R,0,0,1998
42,Pappalardo Giovanni,P,S,L,0,0,1994
19,Perez Mauro,OF,R,R,0,0,1999
3,Perez Patricio Angel Apolinar,P/OF,R,R,0,0,1995
47,Porras Wilson,OF,L,L,0,0,1984
38,Rodrigues Eduardo,1B,R,R,167,,1988
12,Rueda Mario,P,R,R,0,0,1985
33,Secareanu SECA,P,R,R,183,73,1995
57,Silva Braucci Joseph Andres,P/OF,L,L,0,0,1990
99,Perez Aneudy,OF,S,L,0,0,1989
17,Wilhelm Jorge,IF/OF,L,L,0,0,1989
2,Banerjee Al,C,R,R,185,72,2004
13,Chira Angel,C,R,R,184,96,2002
23,Clayton Will,P/OF,R,R,175,73,2001
5,Deacon Alex,P/IF,R,R,178,105,2003
33,Torcato Rene,1B,R,R,183,83,1976
51,Gonzalez Daniel,P/1B/OF,L,L,185,91,2004
21,Griffin James,P/C/UTL,R,R,152,64,2003
11,Hiche Cris,P/1B/OF,R,L,180,84,1983
99,Hill Alfie,IF,R,R,188,84,2003
4,Ishihara Tasuku,UTL,R,R,171,76,2006
1,McCarthy Jack,P/IF,R,R,176,70,2004
15,Moran Daniel,1B,R,R,180,101,2005
10,Moran Matt,IF,R,R,177.8,95,1999
24,Morris Ben,CF,R,R,176,75,2002
18,Nakazawa Cole,P/C/IF,L,R,172,70,2004
9,Nakazawa Leo,P/IF,L,R,165,60,2006
14,Painter Andrew,P/IF/OF,R,R,183,68,2004
6,Quantrill Ren,OF,R,L,194,93,1999
12,Rodrigues Gabriel,IF,R,R,172,66,2006
7,Rodriguez Miguel,P/2B/SS,R,R,182,83,1998
8,Simmons Nathan,P/3B/SS,R,R,184,83,2003
3,Sullivan Tom,1B,L,L,173,85,2002
27,Albertelli Federico,OF,R,R,0,0,1988
6,Anderson Bobby,P,L,L,0,0,1992
23,Attwood Ethan,UTL,R,R,0,0,1993
15,Bedard David,P/2B/3B/SS,R,R,0,0,1991
64,BHANJI ROSE,3B/OF,R,R,0,0,2001
64,Cameron Lee,OF,R,R,0,0,1997
17,Cedeño Leo,C,S,R,0,0,1983
19,Deering Ian,P/1B/3B,L,R,0,0,1990
24,Figuereo Almonte Julio Cesar,P/2B/3B,R,R,0,0,1986
20,Flayol Maxime,P/2B/3B/SS,R,R,0,0,1988
21,Garcia Ramirez Rafael Jose,3B,R,R,0,0,1991
23,Gillette Aditya,P/OF,L,L,193,0,2003
22,Hashiguchi Masa,P/C/OF,R,R,0,0,1991
12,Karson Sam,P/OF,R,R,0,0,1991
